Kanton;Woche;endend;Alter;untGrenze;Erwartung;obeGrenze;AnzTF_HR;Exzess
NE  ;          35;30.08.2020;0-64    ;           0;           3;           8;           5;           .
NE  ;          36;06.09.2020;0-64    ;           0;           3;           8;           6;           .
NE  ;          37;13.09.2020;0-64    ;           0;           3;           8;           3;           .
NE  ;          38;20.09.2020;0-64    ;           0;           3;           8;           0;           .
NE  ;          39;27.09.2020;0-64    ;           0;           3;           8;           7;           .
NE  ;          40;04.10.2020;0-64    ;           0;           3;           8;           4;           .
NE  ;          41;11.10.2020;0-64    ;           0;           3;           8;           2;           .
NE  ;          42;18.10.2020;0-64    ;           0;           3;           8;           4;           .
NE  ;          43;25.10.2020;0-64    ;           0;           3;           8;           2;           .
NE  ;          44;01.11.2020;0-64    ;           0;           3;           8;           2;           .
NE  ;          45;08.11.2020;0-64    ;           0;           3;           8;           3;           .
NE  ;          46;15.11.2020;0-64    ;           0;           3;           8;           5;           .
NE  ;          47;22.11.2020;0-64    ;           0;           3;           8;           2;           .
NE  ;          48;29.11.2020;0-64    ;           0;           3;           8;           1;           .
NE  ;          49;06.12.2020;0-64    ;           0;           3;           8;         5.1;           .
NE  ;          50;13.12.2020;0-64    ;           0;           3;           8;         4.1;           .
NE  ;          51;20.12.2020;0-64    ;           0;           4;           8;         2.1;           .
NE  ;          52;27.12.2020;0-64    ;           0;           4;           8;         3.2;           .
NE  ;          53;03.01.2021;0-64    ;           0;           4;           8;           .;           .
NE  ;           1;05.01.2020;65+     ;          18;          32;          47;          30;           .
NE  ;           2;12.01.2020;65+     ;          17;          32;          46;          25;           .
NE  ;           3;19.01.2020;65+     ;          17;          32;          46;          25;           .
NE  ;           4;26.01.2020;65+     ;          17;          31;          46;          32;           .
NE  ;           5;02.02.2020;65+     ;          16;          31;          45;          32;           .
NE  ;           6;09.02.2020;65+     ;          16;          30;          45;          28;           .
NE  ;           7;16.02.2020;65+     ;          16;          30;          44;          31;           .
NE  ;           8;23.02.2020;65+     ;          16;          30;          44;          24;           .
NE  ;           9;01.03.2020;65+     ;          15;          29;          43;          34;           .
NE  ;          10;08.03.2020;65+     ;          15;          29;          43;          30;           .
NE  ;          11;15.03.2020;65+     ;          15;          28;          42;          25;           .
NE  ;          12;22.03.2020;65+     ;          14;          28;          42;          20;           .
NE  ;          13;29.03.2020;65+     ;          14;          28;          41;          45;          45
NE  ;          14;05.04.2020;65+     ;          14;          27;          41;          43;          43
NE  ;          15;12.04.2020;65+     ;          13;          27;          40;          38;           .
